Username,Timestamp,Events,Time Spent,Time Helped,TA who helped,Time Helped,Time Waited,Notes
130,20171107,HW/Project,90,how do i handle and fix the error and crash where it goes inside the loop and crashes since it  s a string and its been cast to a int,ugli fruit,11/7/17 17:31,17:31:43,Had to change order of checking input for quit before int()ing it
292,20171107,HW/Project,90,I think I need help debugging;  My program prints the starting bpard correctly for some combinations of numbers but not all;,ugli fruit,11/7/17 17:41,17:41:28,Had rows and columns reversed
117,20171107,HW/Project,30,minn; maxx; type cast ,ugli fruit,11/7/17 18:00,18:00:37,Need to check whether input was quit before int()ing it
130,20171107,PROJ2,90,Proj2; now that it  s working how do i now change the starting value in the board if the user chooses a cell to turn on,,,,office hours over
112,20171108,HW/Project,90,deep copy,watermelon,11/8/17 10:05,10:05:18,pointed to slides for 2d lists
536,20171108,HW/Project,30,list out of index,,,,requested again
503,20171108,HW/Project,90,Questions about two for loops recursion ,watermelon,11/8/17 10:16,10:16:34,talked through recursion
466,20171108,HW/Project,90,Im having trouble assigning rows and columns for my project to searcgh the board,watermelon,11/8/17 10:26,10:26:24,talked about how to maybe fix an out of range by using an if statement
555,20171108,HW/Project,15,Getting live cells onto gameboard,watermelon,11/8/17 10:31,10:31:17,referred to python interpreter or slides for finding out whether you can reassign a cell in 2d list
112,20171108,HW/Project,30,formal parameters,watermelon,11/8/17 10:35,10:35:59,helped think through copying a 2D list entirely; not just outer list (they had most of the code)
536,20171108,HW/Project,90,List out of index,watermelon,11/8/17 10:41,10:41:12,helped them find where they were checking for a nonexistent column (needed colMax - 1)
264,20171108,HW/Project,60,help with deep/shallow copy,quince,11/8/17 11:03,11:03:00,was printing 2d list wrong 
340,20171108,HW/Project,30,I  m not sure why my program isn  t locating the alive cells,quince,11/8/17 11:10,11:10:58,debug & deep copy refrence 
171,20171108,HW/Project,90,having trouble putting alive cells into original gameboard,quince,11/8/17 11:23,11:23:06,indenting 
510,20171108,HW/Project,15,Need help with printing board,quince,11/8/17 11:32,11:32:45,helped with getting started
549,20171108,PROJ2,30,proj2;py getvalidinput issues not taken parameter well,quince,11/8/17 11:39,11:39:38,student left
549,20171108,PROJ2,90,proj2;py same query ,quince,11/8/17 11:41,11:41:27,trying to combine getValidInput with create board;;;
340,20171108,HW/Project,15,I  m not sure why my list is out of index,quince,11/8/17 11:55,11:55:23,refrence board vs real board 
486,20171108,HW/Project,90,Cells are not being turned on; next grid becomes empty,quince,11/8/17 11:57,11:57:08,deep and shallow copies
494,20171108,HW/Project,60,i cannot figure out input validation for my project,quince,11/8/17 12:11,12:11:53,input validaiton order
452,20171108,HW/Project,60,my nextIteration() function isnt working,,,,office hours over
549,20171108,PROJ2,90,proj2;py getvalidinput not taking intgers correctly,,,,office hours over
466,20171108,HW/Project,90,I don  t know how to determine the appropriate range to iterate through all items I need to; without getting list index out of range;,,,,office hours over
503,20171108,HW/Project,90,further questions about the two strange for loops in the permutations functions from the textbook ,,,,office hours over
340,20171108,HW/Project,15,My iterations of the board are still coming up blank,,,,office hours over
112,20171108,HW/Project,30,deep copy,pepper,11/8/17 13:05,13:05:01,Didn  t understand deep copy example from slides
466,20171108,HW/Project,90,Iterating through the lost the correct number of times,grape,11/8/17 13:08,13:08:19,Needed help woth out of range errors
503,20171108,HW/Project,90,recursive labs and questions from textbook and 2015 labs ,pepper,11/8/17 13:12,13:12:53,nevermind
503,20171108,Lab10,90,2015 tricky recursive labs: further recursive ,grape,11/8/17 13:25,13:25:28,Going over word permutations example from the textbook
452,20171108,HW/Project,60,nextIteration() function,pepper,11/8/17 13:25,13:25:35,was updating list as they went along
112,20171108,HW/Project,90,my check neighbor is invalid; works for some but not all,pepper,11/8/17 13:30,13:30:24,Updating shallow copy of list
452,20171108,HW/Project,60,nextITeration(),grape,11/8/17 13:32,13:32:53,Going over length of row when wanted length of board
235,20171108,HW/Project,90,Having trouble visualizing how to iterate 2D list to check whether cell is alive or dead,pepper,11/8/17 13:42,13:42:47,Wanted to know if simpler way than using 8 if statements
306,20171108,HW/Project,90,"Skipping over"" the calling of a function; thinking through the solution to updating the board""",pepper,11/8/17 13:56,13:56:18,Needed a catch to check if all cells were dead
536,20171108,HW/Project,30,How to make a deep copy,grape,11/8/17 13:57,13:57:04,Trying to do myL[:][:]
188,20171108,HW/Project,90,"I do not know whether or not to put an if"" or an ""elif"" somewhere""",vanilla,11/8/17 14:07,14:07:34,Wanted to check logic of program design
112,20171108,HW/Project,30,error checking valid value; str and int organization,horseradish,11/8/17 14:12,14:12:40,Loop logic needed to be simplified;
367,20171108,HW/Project,90,Making my list a deep copy; since you can only send it row by row;,vanilla,11/8/17 14:17,14:17:11,Deep copy not workng
503,20171108,Lab10,90,super tricky labs in 2015 semester ,horseradish,11/8/17 14:24,14:24:33,Question was not class-related;
188,20171108,HW/Project,30,Uncertainty setting the first variable in a for loop,vanilla,11/8/17 14:25,14:25:27,Had a question about how to check neighbors
536,20171108,HW/Project,30,function to check if alive or dead,horseradish,11/8/17 14:28,14:28:04,New board not updating properly;  Suggested debugging with print stmts;
271,20171108,PROJ2,15,"Project 2: problem with input validation; Program does not quit correctly when the user enters q""""",vanilla,11/8/17 14:30,14:30:17,Small bug/indentation issues when checking input
555,20171108,HW/Project,15,Local variable referenced before assignment ,horseradish,11/8/17 14:40,14:40:13,Scope issue
549,20171108,PROJ2,90,proj2;py get valid input issues and return ,horseradish,11/8/17 14:43,14:43:20,Premature assumption of int (with input = q)
557,20171108,HW/Project,30,I don  t get the same results when I use the same inputs as the ones in the samples,vanilla,11/8/17 14:45,14:45:41,Recommended that she use more debug statements since her code is pretty long
522,20171108,HW/Project,90,My iterations cause my cells to die,horseradish,11/8/17 14:51,14:51:01,Used == instead of =
367,20171108,HW/Project,90,Deep copy of a list and making a list equal after coming back from print list function,horseradish,11/8/17 15:03,15:03:03,Confusion about how to update mutable structures
271,20171108,PROJ2,15,printBoard() for project 2 works fine for me; It runs as it should; However; I have it setup to print; There are no returns; I would like help in changing these print statements into a return of boardContents instead please,horseradish,11/8/17 15:33,15:33:00,Misread instructions
429,20171108,HW/Project,90,I have no idea where my project is breaking; if its in my count or nextIteration;,horseradish,11/8/17 15:35,15:35:04,student left
549,20171108,HW/Project,15,get valid input is now entering a infite loop ,horseradish,11/8/17 15:36,15:36:15,loop logic   
536,20171108,HW/Project,15,Board not updating; but it checks 2D list,horseradish,11/8/17 15:46,15:46:17,possibly updating board in place
306,20171108,HW/Project,15,My program is producing a list where it should be producing an integer,horseradish,11/8/17 15:56,15:56:08,student left
319,20171108,HW/Project,30,Unbound Local Error when checking the next iteration,horseradish,11/8/17 15:57,15:57:06,Spelling error
130,20171108,PROJ2,90,Proj2; How do I initiate a check for the neighboring cells without going out of bounds and going through each cell?,olive,11/8/17 16:01,16:01:52,student left
117,20171108,HW/Project,30,type casting and 2D list motification ,lima,11/8/17 16:02,16:02:01,student left
311,20171108,HW/Project,60,How to add alive cells to board,olive,11/8/17 16:02,16:02:53,student left
117,20171108,HW/Project,30,type casting and updating 2d list ,,,,requested again
549,20171108,PROJ2,15,proj2;py getvalid can  t take in q,lima,11/8/17 16:03,16:03:01,new variable name
426,20171108,HW/Project,60,I  m having an indexing problem in my 2d list;,olive,11/8/17 16:03,16:03:23,help with fixing an out of bounds error when checking an edge
115,20171108,HW/Project,30,Strategy of storing coordinates; I might be going in a COMPLETELY wrong direction;,olive,11/8/17 16:07,16:07:21,helped with idea and also deep copies
466,20171108,HW/Project,90,Trouble understanding deep and shallow copies;; I think,lima,11/8/17 16:08,16:08:18,didn  t understand why code worked lol
340,20171108,HW/Project,60,I  m having trouble finding the error that is causing my iterations of the game to all be blank;,olive,11/8/17 16:18,16:18:05,accidentally making a deep copy
535,20171108,HW/Project,5,I have a simple out of range counter problem,lima,11/8/17 16:18,16:18:21,needed help with nextIteration goal
319,20171108,HW/Project,5,index out of bounds error in checking neighbhors,lima,11/8/17 16:22,16:22:54,nevermind
466,20171108,HW/Project,90,Still having trouble with the shallow and deep copies ,olive,11/8/17 16:22,16:22:57,accidentally making a deep copy
340,20171108,HW/Project,15,I believe the deep copy worked; but now the rules aren  t being followed,lima,11/8/17 16:34,16:34:41,didn  t have a deep copy
319,20171108,HW/Project,5,incorrect output with iterations,olive,11/8/17 16:33,16:33:35,a lot of help with debugging
549,20171108,PROJ2,15,proj2;py no clue how to do iteration from where i am currently at,olive,11/8/17 16:48,16:48:09,didn  t really know what to do next for starting iterations
426,20171108,HW/Project,30,I  m still confused on how to index my 2d list;,olive,11/8/17 16:54,16:54:00,still confused about bounds checking
535,20171108,HW/Project,15,I  ve run into a bit of a problem printing my board,lima,11/8/17 16:57,16:57:00,couldn  t print correctly
222,20171108,PROJ2,60,"I  m not sure how and where to make the deep"" copies of the board for project 2""",yam,11/8/17 17:03,17:03:03,Shallow vs; deep copy of board
426,20171108,HW/Project,15,I  m having trouble with indexing through my 2d list;,yam,11/8/17 17:09,17:09:30,Indexing the element right after the end of the list
