Email Address,Timestamp,What do you need help with today?,What is the exact question you would like answered?,How long have you yourself already spent working on this problem or question?,,TA who helped,Time Helped,Time Waited,Notes
340,11/8/17 17:16,HW/Project,My program is not following the rules for the game of life and i can  t find an error,16 - 30 minutes,,yam,11/8/17 17:29,17:29:56,when one cell was changed ot alive; so was whole column
469,11/8/17 17:23,HW/Project,My nextIteration function is not adding the amount of neighbors correctly;,> 60 minutes,,radish,11/8/17 17:34,17:34:45,nevermind
426,11/8/17 17:24,HW/Project,"How do I pair"" an else statement with multiple ""if"" statements?""",6 - 15 minutes,,radish,11/8/17 17:35,17:35:52,Needed help wtih 2D printing
466,11/8/17 17:27,HW/Project,General question about turning in projects,6 - 15 minutes,,yam,11/8/17 17:39,17:39:15,checking rules
130,11/8/17 17:31,HW/Project,Proj2; how do i check for a neighbor whether dead or alive for each row of the cell; and how do i print the board for each iteration?,> 60 minutes,,radish,11/8/17 17:41,17:41:47,student left
171,11/8/17 17:34,HW/Project,I am unsure on how to create my nextIterations function,> 60 minutes,,radish,11/8/17 17:42,17:42:17,Help with using function
130,11/8/17 17:45,HW/Project,Proj2; what do i need to do to check for all neighboring cells within an individual cell?; and how do i change the mark to alive for when the user choses a cell to turn on?,> 60 minutes,,yam,11/8/17 17:47,17:47:51,Printing wrong; gave some debugging advice
469,11/8/17 17:49,HW/Project,My conditions to turn on and off cells depending on the # neighbors is not functioning correctly;,< 5 minutes,,radish,11/8/17 17:56,17:56:22,Updating board
311,11/8/17 17:54,HW/Project,Setting up nextIteration function,31 - 60 minutes,,yam,11/8/17 18:00,18:00:26,Confused about what nextIteration is supposed to do
510,11/9/17 10:02,HW/Project,Need help with creating board,> 60 minutes,,iceberg lettuce,11/9/17 10:02,10:02:17,Used for x in type<list> and tried to use it to index a list;
510,11/9/17 10:14,HW/Project,Need help with changing dead cell to alive,< 5 minutes,,iceberg lettuce,11/9/17 10:14,10:14:28,Never entered if statement
200,11/9/17 10:20,HW/Project,I am having trouble with my sentinel looping,31 - 60 minutes,,grape,11/9/17 10:20,10:20:51,or instead of and inside loop condition 
117,11/9/17 10:23,HW/Project,starter board,16 - 30 minutes,,iceberg lettuce,11/9/17 10:24,10:24:06,Needed help with while logic
549,11/9/17 10:24,HW/Project,proj2;py iteration and rules having issue understand forward loops ,> 60 minutes,,grape,11/9/17 10:26,10:26:33,Needed help figuring out how to do next iteration and checking neighbors
376,11/9/17 10:29,HW/Project,I am having trouble understanding why my grids after the starting one are completely blank for my project;,6 - 15 minutes,,grape,11/9/17 10:44,10:44:32,Needed to use a new board instead of changing in place
338,11/9/17 10:35,HW/Project,my for loop is not working well,> 60 minutes,,iceberg lettuce,11/9/17 10:45,10:45:08,Had way too many for loops; I had no idea how to help : (
298,11/9/17 10:48,HW/Project,Don  t understand how to check for neighboring cells and how to reiterate the board;,> 60 minutes,,grape,11/9/17 10:49,10:49:46,Next iteration struggle bus
117,11/9/17 10:49,HW/Project,sentinnel value ,6 - 15 minutes,,daikon,11/9/17 11:03,11:03:42,problem with validating 
478,11/9/17 10:50,HW/Project,Using the counter function,31 - 60 minutes,,daikon,11/9/17 11:07,11:07:04,help with checking num  of alive cells
549,11/9/17 11:04,HW/Project,building the code for the rules of the simulation,16 - 30 minutes,,daikon,11/9/17 11:13,11:13:03,fishing; expected me to watch him code and tell him what he should do next
414,11/9/17 11:18,HW/Project,I do not understand how to make my grid using a 2D list,31 - 60 minutes,,daikon,11/9/17 11:18,11:18:46,problems with creating the 2d list
426,11/9/17 11:20,HW/Project,Im having trouble turning cells on and off in the project;,6 - 15 minutes,,daikon,11/9/17 11:23,11:23:57,problem with deep copy vs shallow cope
460,11/9/17 11:21,HW/Project,One of my functions isn  t working how I expect it to; even after checking it,> 60 minutes,,daikon,11/9/17 11:29,11:29:03,not making a deep copy
115,11/9/17 11:24,HW/Project,"Can you just give me compliments? Things like; wow; you  re such a good programmer!"" or ""wow; you python; good;""""",< 5 minutes,,daikon,11/9/17 11:38,11:38:14,"concept questions and code checking"" - if he needs to change while loops to for loops"""
549,11/9/17 11:32,HW/Project,proj2;py iteration need help translating psesudo code for my second forward loop,6 - 15 minutes,,daikon,11/9/17 11:47,11:47:30,fishing 
376,11/9/17 11:37,Concept,I was wondering how to move your code into the next line instead of putty doing it for you;,< 5 minutes,,daikon,11/9/17 11:57,11:57:24,question  about forwatermeloning
460,11/9/17 11:42,HW/Project,My function is saying that the index is out of range even though it isn  t;,6 - 15 minutes,,daikon,11/9/17 11:58,11:58:17,error in if statements - left her to debuf
171,11/9/17 11:47,HW/Project,I am having difficulty making nextIteration function ,> 60 minutes,,coconut,11/9/17 12:00,12:00:03,suggested making new board
426,11/9/17 11:48,HW/Project,Sorry; but I  m still having trouble with deep copying;,6 - 15 minutes,,coconut,11/9/17 12:09,12:09:55,same issue as usual
298,11/9/17 11:54,HW/Project,Index is out of range,> 60 minutes,,coconut,11/9/17 12:16,12:16:41,wanted some reassurance
381,11/9/17 11:56,HW/Project,Question about creating gameBoard; ,31 - 60 minutes,,coconut,11/9/17 12:21,12:21:39,was appending shallow row copies
319,11/9/17 12:04,HW/Project,next iteration improper output,31 - 60 minutes,,coconut,11/9/17 12:30,12:30:08,wanted me to find a logic error among like 1000 if statements
549,11/9/17 12:12,HW/Project,forward loop issues,16 - 30 minutes,,coconut,11/9/17 12:37,12:37:32,i have no idea; gave him hint on regions
426,11/9/17 12:36,HW/Project,I get the concept of deep copying a 2d list; but I don  t know how to do it;,6 - 15 minutes,,,,,requested again
359,11/9/17 12:44,HW/Project,"Some of my Dead Cells"" are not appearing (shallow copy vs deep copy)""",16 - 30 minutes,,coconut,11/9/17 12:53,12:53:40,missing an else
478,11/9/17 12:48,HW/Project,counter,16 - 30 minutes,,,,,office hours over
298,11/9/17 13:06,HW/Project,List index out of range,> 60 minutes,,,,,office hours over
549,11/9/17 13:07,HW/Project,help with rules function,16 - 30 minutes,,,,,office hours over
381,11/9/17 13:11,HW/Project,Question about gameBoard ,31 - 60 minutes,,,,,office hours over
575,11/9/17 14:01,HW/Project,I  m getting an out of bounds and error and I don  t understand why,16 - 30 minutes,,vanilla,11/9/17 14:03,14:03:50,Annoying ass line of code in the wrong place
549,11/9/17 14:02,HW/Project,implementing the rules,> 60 minutes,,squash,11/9/17 14:04,14:04:03,I spent a little too much time trying to revise functions
460,11/9/17 14:02,HW/Project,Function isn  t working like I think it will,> 60 minutes,,vanilla,11/9/17 14:25,14:25:48,Should be passing in row and col values; not actual element
294,11/9/17 14:03,HW/Project,My iterated boards print out the same incorrect boards,> 60 minutes,,squash,11/9/17 14:26,14:26:11,Helped debug and find problem area
311,11/9/17 14:04,HW/Project,Help w next iteration,31 - 60 minutes,,vanilla,11/9/17 14:41,14:41:06,Need inner while loop to go through entire 2D list
130,11/9/17 14:04,HW/Project,Proj2; how do i fix a indices should be index but instead im getting string error,> 60 minutes,,squash,11/9/17 14:41,14:41:41,Debugged and helped him solve indexing problem
396,11/9/17 14:05,HW/Project,I need help with printing the starting board I have the list; but when I try to print the contents of the list instead of printing it in a grid form it is in a straight line,31 - 60 minutes,,vanilla,11/9/17 14:51,14:51:36,Not making 2D list correctly
429,11/9/17 14:06,HW/Project,My sentinel loop isn  t working and I have no idea why,31 - 60 minutes,,squash,11/9/17 14:55,14:55:06,Attempted to rearrange his input validation statements
271,11/9/17 14:09,HW/Project,Project 2: My neighbor checking can be out of range and I would like help in knowing how to change my logic in approaching checking for neighbors please,16 - 30 minutes,,vanilla,11/9/17 14:58,14:58:24,Suggested to make an extra check within his if statements
164,11/9/17 14:10,HW/Project,My programming is not letting me exit;,16 - 30 minutes,,fiddlehead,11/9/17 15:06,15:06:22,talked about reading input in as a string instead of automatically making it an integer
130,11/9/17 14:22,HW/Project,Proj2; last TA told me to use special cases; but i  m not sure what the special cases are to get the neighboring cells; any help on how to do it,> 60 minutes,,,,,requested again
306,11/9/17 14:24,HW/Project,Game of Life - debugging the iteration of the board,31 - 60 minutes,,fiddlehead,11/9/17 15:09,15:09:50,talked about what input he should be checking to make sure his program runs well
549,11/9/17 14:25,HW/Project,rules implementation,> 60 minutes,,zucchini,11/9/17 15:10,15:10:50,edge cases to board
246,11/9/17 14:25,HW/Project,iterations,31 - 60 minutes,,fiddlehead,11/9/17 15:12,15:12:01,talked about everything also didnt have bash enabled
266,11/9/17 14:25,HW/Project,There is a specific list index that is always 0,31 - 60 minutes,,fiddlehead,11/9/17 15:26,15:26:52,had him comment his code first; then worked on debugging his program told him to draw out his lists
503,11/9/17 14:43,Lab,a complicated question from the textbook ,> 60 minutes,,fiddlehead,11/9/17 15:32,15:32:55,I  m very confused kept asking me about permutations couldn  t convince him that it wasn  t an important topic to be learning
164,11/9/17 14:50,HW/Project,My program wont quit after enter the set str;,> 60 minutes,,,,,requested again
535,11/9/17 14:52,HW/Project,I need help getting started on the next iteration of the board,6 - 15 minutes,,zucchini,11/9/17 15:36,15:36:06,talking through what each iteration may need
271,11/9/17 14:56,HW/Project,Project 2: index out of range error for neighbor checking in nextIteration(),31 - 60 minutes,,,,,requested again
503,11/9/17 15:02,Lab,a confusing question about permutation and recursion from the textbook ,> 60 minutes,,,,,requested again
265,11/9/17 15:06,HW/Project,Having trouble quitting with sentinel,16 - 30 minutes,,zucchini,11/9/17 15:46,15:46:53,Sentinel given but still asks for column
311,11/9/17 15:06,HW/Project,Help with indexing,31 - 60 minutes,,zucchini,11/9/17 15:56,15:56:21,if blocks
292,11/9/17 15:06,HW/Project,I had something earlier that allowed me to update my original list to make a starting board but becuase of the chages I made that doesn  t work and I  m not quite sure how I should be thinking of it now;  I just need a jumpstart;,31 - 60 minutes,,fiddlehead,11/9/17 15:58,15:58:51,mixed up == and =
130,11/9/17 15:07,HW/Project,Proj2; last TA told me to use special cases; but i  m not sure what the special cases are to get the neighboring cells; any help on how to do it,> 60 minutes,,jicama,11/9/17 16:01,16:01:36,student left
429,11/9/17 15:13,HW/Project,sentinel loop not working correctly,31 - 60 minutes,,jicama,11/9/17 16:02,16:02:01,student left
271,11/9/17 15:21,HW/Project,Need help please in understanding neighbor checking in project 2,> 60 minutes,,jicama,11/9/17 16:02,16:02:22,Helped with debugging
460,11/9/17 15:25,HW/Project,My boolean flag keeps going to false when it should be true,31 - 60 minutes,,jicama,11/9/17 16:08,16:08:45,Helped with comparing coordinates
294,11/9/17 15:26,HW/Project,my function to apply game of life rules are not working; because my numNeighbors does not increment past 1,> 60 minutes,,jicama,11/9/17 16:14,16:14:42,student left
549,11/9/17 15:36,HW/Project,proj2;py passing my alive cell to check neighbors and checking rules,> 60 minutes,,jicama,11/9/17 16:15,16:15:13,Helped with understanding cases to check for proj2
171,11/9/17 15:52,HW/Project,Having difficulty with nextIteration function ,> 60 minutes,,jicama,11/9/17 16:32,16:32:41,Didn  t know how to create a 2D list
311,11/9/17 15:55,HW/Project,Accessing an exact position in my board,> 60 minutes,,jicama,11/9/17 16:40,16:40:49,Helped with understanding how to update board
478,11/9/17 15:57,HW/Project,counter,> 60 minutes,,jicama,11/9/17 16:51,16:51:41,Helped with debugging
139,11/9/17 15:59,HW/Project,My code is not changing alive blocks to alive ,> 60 minutes,,jicama,11/9/17 17:11,17:11:46,Helped with debugging 
452,11/9/17 16:02,HW/Project,get valid input for the get row to turn on,31 - 60 minutes,,jicama,11/9/17 17:12,17:12:20,student left
319,11/9/17 16:22,HW/Project,Gliding output in the game,31 - 60 minutes,,jicama,11/9/17 17:12,17:12:31,Helped with debugging
510,11/9/17 16:24,HW/Project,Need help with function to create next table and make cell ALIVE or DEAD,16 - 30 minutes,,jicama,11/9/17 17:21,17:21:17,Needed help with checking dead or alive
535,11/9/17 16:26,HW/Project,I REALLY need help on getting started on the iteration bit on the Project ,16 - 30 minutes,,jicama,11/9/17 17:26,17:26:49,helped with while loop thing
271,11/9/17 16:30,HW/Project,Project 2: my nextIteration() column value is skipping a value that causes an index out of range error,16 - 30 minutes,,kale,11/9/17 17:31,17:31:00,errors in count neighbors
549,11/9/17 16:32,HW/Project,case building for check neighbors,> 60 minutes,,,, ,requested again
355,11/9/17 16:33,HW/Project,index of board,31 - 60 minutes,,,,,requested again
583,11/9/17 16:34,HW/Project,Confused on what cells are considered the neighbors; After one iteration my board goes blank (all periods) so it changes but not in the right way; I think how I coded my neighbors is wrong;,> 60 minutes,,jicama,11/9/17 17:35,17:35:55,debug help
196,11/9/17 16:45,HW/Project,My program is not running statements that would check to the left or above cells in the current project; ,> 60 minutes,,kale,11/9/17 17:39,17:39:22,student left
